INSEE_COM;PrixMoyen_M2_2223;Prixm2Moyen_2022;Prixm2Moyen_2023;loyer_apparts;loyer_maisons;Rendement_locatif_apparts;Rendement_locatif_maisons
34074;2013.78;2121.45;1932.37;9.04;7.92;5.39;4.72
34075;1554.39;1469.29;1608.55;8.66;6.74;6.68;5.21
34076;2585.49;2309.18;2943.06;10.74;9.99;4.98;4.63
34077;4269.14;4366.66;4134.48;14.68;13.46;4.13;3.78
34078;3329.35;3113.83;3627.77;12.43;8.3;4.48;2.99
34079;2472.81;2384.62;2587.47;10.96;10.11;5.32;4.9
34080;2109.06;2909.8;1745.09;8.84;6.25;5.03;3.56
34081;2730.35;2715.49;2749.15;10.82;9.38;4.75;4.12
34082;4633.93;4762.55;4348.11;13.13;12.19;3.4;3.16
34084;2236.82;2200.9;2268.25;10.17;8.98;5.46;4.82
34085;2954.76;2939.4;2961.17;11.09;7.85;4.5;3.19
34086;1218.71;1249.92;1181.82;7.41;7.03;7.29;6.92
34087;3718.76;3740.28;3673.47;13.17;12.41;4.25;4.0
34088;3488.77;3521.58;3447.18;11.24;10.91;3.87;3.75
34089;1975.56;1991.63;1951.44;9.01;7.72;5.47;4.69
34090;4173.75;4160.86;4187.97;15.02;13.76;4.32;3.96
34092;1729.8;1901.6;1461.38;8.34;7.87;5.78;5.46
34093;1751.83;2056.5;1142.5;9.65;8.06;6.61;5.52
34094;2655.78;2177.7;3253.38;11.09;7.85;5.01;3.55
34095;3617.7;3682.23;3538.02;13.25;11.59;4.39;3.85
34096;2308.22;1923.23;2665.71;9.65;7.92;5.02;4.12
34097;1913.57;1958.85;1854.7;7.41;6.74;4.64;4.23
34098;1084.09;778.71;1618.5;8.06;7.03;8.93;7.78
34101;2508.93;2421.83;2619.88;11.12;9.31;5.32;4.46
34102;5054.2;7200.0;4517.75;10.85;10.59;2.58;2.51
34103;2034.04;1769.47;2596.25;10.87;8.51;6.41;5.02
34104;2303.0;1997.0;3221.0;10.46;7.58;5.45;3.95
34105;2321.44;2857.5;1892.6;9.65;7.58;4.99;3.92
34106;1983.0;3118.0;848.0;10.42;8.27;6.3;5.01
34107;1755.05;1875.64;1607.67;7.98;6.25;5.46;4.27
34108;3713.18;3637.08;3810.34;12.6;12.4;4.07;4.01
34109;1977.21;2112.5;1771.05;10.46;7.58;6.35;4.6
34110;2940.69;2856.92;3192.0;10.85;10.59;4.43;4.32
34111;1978.14;2074.54;1873.12;9.45;8.45;5.73;5.13
34113;3181.15;3123.16;3244.53;11.82;11.33;4.46;4.28
34114;2796.76;2642.41;3008.37;10.5;10.99;4.5;4.71
34115;1114.78;1018.5;1191.8;9.3;8.3;10.01;8.93
34116;3436.69;3469.92;3389.63;13.68;12.63;4.78;4.41
34117;965.73;923.29;1016.65;7.54;6.25;9.37;7.77
34119;1768.59;1658.38;1856.77;8.55;7.92;5.8;5.37
34120;4011.18;3948.03;4111.64;14.55;14.19;4.35;4.25
34121;1979.17;1680.33;2278.0;7.49;6.25;4.54;3.79
34122;2560.91;2472.0;2716.5;10.74;9.99;5.03;4.68
34123;3504.34;3449.47;3563.38;13.88;12.68;4.75;4.34
34124;2217.18;2105.6;3333.0;10.74;9.99;5.81;5.4
34126;2155.51;2126.29;2197.03;9.96;6.25;5.55;3.48
34127;3400.15;3260.96;3596.65;12.05;10.68;4.25;3.77
34128;2226.89;2267.13;2174.39;8.6;8.3;4.64;4.47
34129;4680.41;4566.93;4818.8;15.72;14.71;4.03;3.77
34130;2521.7;2488.8;2554.6;9.65;7.58;4.59;3.61
34131;3791.94;3808.88;3776.89;12.43;11.56;3.93;3.66
34132;2108.57;1987.75;2269.67;7.49;8.27;4.26;4.71
34134;3589.3;3568.89;3622.56;13.01;11.08;4.35;3.71
34135;1925.77;1904.8;1959.59;9.53;8.0;5.94;4.98
34136;2234.5;2077.75;2508.81;10.61;9.09;5.7;4.88
34137;4259.6;3574.5;7000.0;10.42;9.15;2.93;2.58
34138;2241.9;2276.0;2190.75;10.87;8.51;5.82;4.56
34139;2341.3;2297.03;2436.14;11.09;8.98;5.68;4.6
34140;2504.8;2388.84;2678.74;10.17;9.74;4.87;4.66
34141;1436.96;1305.12;1671.33;7.41;6.74;6.18;5.63
34142;1719.22;1715.56;1722.73;8.45;8.27;5.9;5.77
34143;3598.53;3473.06;3790.44;11.48;11.17;3.83;3.72
34144;1259.36;1096.71;1466.36;7.49;8.06;7.14;7.68
34145;2757.91;2737.55;2779.69;12.06;10.85;5.25;4.72
34146;3238.48;3227.43;3256.17;13.17;10.78;4.88;3.99
34147;2177.48;2038.33;2366.34;10.11;8.58;5.57;4.73
34148;2217.01;2215.0;2219.95;9.69;9.45;5.24;5.11
34149;2075.66;2173.83;1915.0;10.46;9.21;6.05;5.32
34150;3931.62;3848.39;4029.16;11.76;10.76;3.59;3.28
34151;2929.85;2861.18;3009.7;12.3;10.35;5.04;4.24
34152;3066.0;3531.8;2289.67;12.43;9.48;4.86;3.71
34153;3911.5;3693.94;4237.83;13.57;11.56;4.16;3.54
34154;4763.98;4576.79;4993.4;14.12;13.58;3.56;3.42
34155;2468.2;2465.7;2471.09;8.9;9.14;4.33;4.45
34157;3541.18;3434.19;3673.94;12.8;12.05;4.34;4.08
34159;3666.94;3361.72;4027.67;12.5;11.19;4.09;3.66
34160;1861.24;1698.69;2389.5;8.84;6.25;5.7;4.03
34161;2486.45;2509.34;2463.12;8.9;9.62;4.29;4.64
34162;2404.05;2505.02;2285.1;10.59;8.35;5.28;4.17
34163;3393.18;3457.0;3335.9;12.55;11.32;4.44;4.0
34164;3969.08;4122.56;3508.67;10.85;11.34;3.28;3.43
34165;2991.28;2995.85;2983.97;11.14;10.88;4.47;4.36
34166;2461.52;2543.64;2361.17;10.92;9.04;5.32;4.41
34167;2436.12;2105.0;2546.5;9.01;7.93;4.44;3.91
34168;3935.6;5578.67;1471.0;9.65;7.58;2.94;2.31
34169;5206.96;4879.16;5589.38;14.61;12.72;3.37;2.93
34170;1634.53;1579.71;1672.9;8.34;7.87;6.12;5.78
34172;3533.85;3505.6;3568.9;14.33;13.05;4.87;4.43
34173;3258.33;2904.33;3612.33;10.97;9.99;4.04;3.68
34174;2345.94;2135.44;2616.57;9.1;8.3;4.66;4.24
34175;2817.0;3446.67;1872.5;10.87;9.15;4.63;3.9
34176;4026.42;3983.54;4082.0;13.01;12.15;3.88;3.62
34177;2789.67;3089.6;1290.0;13.13;11.79;5.65;5.07
34178;1968.35;2076.26;1856.2;9.86;8.64;6.01;5.26
34179;3791.46;3779.57;3806.67;12.62;11.19;4.0;3.54
34180;2260.82;2524.08;1944.9;10.87;9.15;5.77;4.85
34181;2427.75;2493.44;2356.8;10.87;8.06;5.37;3.98
34182;2771.11;2911.47;2615.15;10.4;9.21;4.5;3.99
34183;2064.91;2151.31;1962.55;9.59;8.06;5.57;4.68
34184;1929.24;2111.43;1697.36;10.51;8.51;6.54;5.3
34185;3052.25;2724.67;3248.8;9.1;9.48;3.58;3.73
34186;1535.18;1777.67;1244.2;9.65;9.15;7.54;7.15
34187;1273.17;1430.87;977.5;7.98;7.92;7.52;7.46
34188;2318.33;2422.0;2111.0;9.65;8.06;5.0;4.17
34189;1653.97;1555.26;1767.21;8.4;6.74;6.1;4.89
34190;1314.4;1495.0;893.0;8.66;8.09;7.9;7.39
34191;2539.88;2699.08;2022.5;10.17;8.98;4.8;4.24
34192;5460.01;5393.42;5562.86;15.41;11.33;3.39;2.49
34193;1515.53;1295.67;1845.33;7.41;7.72;5.86;6.11
34194;2372.78;2353.99;2394.22;10.83;8.85;5.48;4.48
34195;2186.33;2162.0;2198.5;9.91;9.48;5.44;5.2
34196;1090.88;1085.6;1099.67;8.17;7.83;8.98;8.62
34197;2293.73;2435.0;2076.38;10.46;8.51;5.47;4.45
34198;4625.75;4527.96;4754.42;15.01;14.67;3.89;3.8
34199;2496.75;2534.06;2451.28;10.94;9.03;5.26;4.34
34200;1974.78;2093.2;1826.75;9.65;7.58;5.87;4.61
34201;1546.42;1570.12;1499.0;8.9;7.72;6.91;5.99
34202;3634.14;3635.75;3631.95;12.15;11.74;4.01;3.88
34203;2667.23;2534.87;2908.59;11.6;9.62;5.22;4.33
34204;2839.0;2836.72;2842.17;10.61;9.09;4.49;3.84
34206;2074.52;1828.69;2474.0;9.01;7.93;5.21;4.59
34207;2591.26;2490.19;2754.54;10.65;8.91;4.93;4.13
34208;2633.78;2837.33;2226.67;10.94;10.88;4.98;4.96
34209;3497.5;3422.95;3594.99;11.23;10.05;3.85;3.45
34210;2577.77;2441.46;2764.07;10.97;9.15;5.11;4.26
34211;1728.73;1940.59;1451.69;8.84;6.25;6.14;4.34
34212;2249.6;2021.0;2592.5;8.17;7.83;4.36;4.18
34213;3326.16;3351.9;3286.28;11.76;10.85;4.24;3.91
34214;2013.44;1993.42;2053.5;10.46;7.58;6.23;4.52
34215;2204.88;2391.25;2039.22;10.97;10.88;5.97;5.92
34216;2351.86;2685.5;2218.4;9.65;8.06;4.92;4.11
34217;4099.19;4046.89;4173.42;13.79;13.12;4.04;3.84
34218;2147.08;2089.86;2227.2;7.98;7.92;4.46;4.43
34219;1449.44;1442.87;1457.67;7.41;7.03;6.13;5.82
34220;2732.5;2192.0;3273.0;9.65;8.06;4.24;3.54
34221;2323.27;2294.0;2340.0;9.91;7.83;5.12;4.05
34222;3459.18;2943.5;4078.0;10.97;9.09;3.81;3.15
34223;1957.26;1879.74;2067.42;11.09;7.85;6.8;4.81
34224;2596.62;2484.31;2758.36;11.09;7.85;5.12;3.63
34225;1899.95;1871.19;1926.68;9.11;8.39;5.75;5.3
34226;1647.8;1592.04;1692.09;9.01;7.87;6.56;5.73
34227;3735.46;3617.22;3841.87;13.13;10.22;4.22;3.28
34228;1216.0;1011.0;1421.0;8.78;7.72;8.66;7.61
34229;1627.21;1323.5;1991.67;8.78;7.03;6.47;5.19
34230;1548.0;1496.5;1568.6;7.49;8.27;5.8;6.41
34232;2107.73;2167.0;2076.35;7.98;7.92;4.54;4.51
34233;1264.2;1417.5;1162.0;7.49;8.27;7.11;7.85
34234;2367.22;2332.0;2384.83;10.46;7.92;5.3;4.01
34235;1882.44;2180.2;1747.09;7.54;7.92;4.81;5.05
34237;2182.85;2295.16;2044.63;10.04;8.7;5.52;4.78
34239;2730.26;2694.37;2772.29;11.36;10.33;4.99;4.54
34240;4475.45;4421.15;4536.07;14.25;12.61;3.82;3.38
34241;2705.83;2682.93;2737.9;10.94;10.88;4.85;4.82
34242;3923.89;4115.67;3204.75;10.85;10.59;3.32;3.24
34243;2275.24;2205.93;2389.41;9.41;8.3;4.97;4.38
34244;3844.21;3794.55;3903.12;12.79;11.34;3.99;3.54
34245;1673.07;1710.4;1609.07;8.78;7.87;6.3;5.65
34246;2912.27;2491.72;3241.39;13.09;10.22;5.39;4.21
34247;4568.08;4651.45;4471.45;14.46;13.13;3.8;3.45
34248;3082.4;3564.6;2600.2;10.85;10.59;4.22;4.12
34249;4002.38;4051.28;3917.35;11.2;11.34;3.36;3.4
34250;1583.31;1703.86;1442.67;7.41;7.92;5.61;6.0
34251;2129.0;2582.2;1675.8;10.42;7.83;5.87;4.41
34252;1252.67;1328.82;1043.25;7.49;7.92;7.18;7.59
34254;2525.97;2243.79;3090.33;10.74;9.99;5.1;4.74
34255;4349.87;4352.92;4345.9;14.12;12.77;3.9;3.52
34256;4126.04;4678.48;3662.0;13.09;11.34;3.81;3.3
34257;1829.83;1372.5;2058.5;7.54;6.25;4.94;4.1
34258;2225.16;2331.39;2104.28;11.09;7.58;5.98;4.09
34259;3189.9;3312.55;3021.81;12.85;11.5;4.83;4.33
34260;994.45;1081.18;821.0;8.84;6.25;10.67;7.54
34261;2577.33;2386.83;2958.33;10.42;7.83;4.85;3.65
34262;2018.12;2608.5;1427.75;10.74;9.99;6.38;5.94
34265;3709.82;3520.55;4056.83;11.2;11.34;3.62;3.67
34266;4597.71;4261.0;4653.83;12.43;11.11;3.24;2.9
34267;2603.52;2600.46;2608.28;9.91;9.99;4.57;4.6
34268;2173.45;2067.15;2327.0;10.74;9.99;5.93;5.51
34269;1412.2;1583.5;1298.0;7.41;8.09;6.29;6.88
34270;4184.71;4180.1;4190.82;14.82;13.23;4.25;3.79
34271;1687.2;1879.0;1639.25;7.98;6.25;5.68;4.45
34272;3707.58;3562.58;3906.96;12.04;11.75;3.9;3.8
34273;2077.0;1137.5;3956.0;8.84;6.25;5.11;3.61
34274;3122.94;3222.19;2984.0;11.42;10.7;4.39;4.11
34276;4029.78;3988.74;4072.88;13.15;11.5;3.91;3.43
34277;1891.83;1231.5;2222.0;9.91;9.48;6.28;6.01
34279;1608.75;1645.43;1580.22;7.98;7.92;5.95;5.91
34280;3685.4;3831.25;3102.0;12.41;10.56;4.04;3.44
34281;2341.34;2399.16;2289.54;10.61;9.09;5.44;4.66
34282;2966.71;2773.47;3288.78;12.62;11.19;5.11;4.53
34283;1467.2;1700.33;1117.5;10.42;7.83;8.52;6.41
34284;1290.58;1266.62;1318.91;7.38;7.03;6.87;6.54
34285;3077.14;3241.92;2809.38;10.61;11.17;4.14;4.35
34286;1801.67;1850.4;1558.0;10.42;8.27;6.94;5.51
34287;1945.0;1714.86;2347.75;10.42;9.99;6.43;6.16
34288;3063.84;3160.93;2918.2;13.09;10.22;5.13;4.0
34289;2323.35;2219.48;2466.44;10.22;8.95;5.28;4.62
34290;4423.75;4371.0;4529.25;13.14;11.11;3.56;3.01
34291;1793.06;1049.0;2103.08;7.98;7.92;5.34;5.3
34292;2539.31;2619.14;2477.22;10.87;9.15;5.14;4.32
34293;1634.88;1534.94;1773.69;8.78;7.03;6.44;5.16
34294;3117.11;3156.73;3054.86;12.26;10.22;4.72;3.93
34295;3663.22;4036.5;3499.34;13.51;12.48;4.43;4.09
34296;3144.48;3053.0;3266.44;12.44;10.59;4.75;4.04
34297;3347.75;4320.0;3023.67;10.85;8.99;3.89;3.22
34298;2812.33;2830.31;2790.94;11.57;9.75;4.94;4.16
34299;3023.17;2799.05;3295.53;11.94;10.33;4.74;4.1
34300;2367.42;2331.12;2411.61;9.91;9.31;5.02;4.72
34301;3732.52;3599.24;3893.56;12.5;13.49;4.02;4.34
34302;1627.24;1583.75;1689.36;7.41;6.74;5.46;4.97
34304;2264.63;2309.92;2211.09;10.42;7.83;5.52;4.15
34305;1559.73;1809.6;1351.5;7.41;7.03;5.7;5.41
34306;1814.25;453.0;2268.0;8.17;8.27;5.4;5.47
34307;4012.7;3925.74;4129.91;13.58;12.18;4.06;3.64
34308;2033.14;1815.1;2214.83;8.84;7.92;5.22;4.67
34309;4087.66;3904.22;4241.23;13.16;11.11;3.86;3.26
34310;2368.69;2101.05;2630.38;9.78;8.98;4.95;4.55
34311;2665.77;2656.51;2682.9;10.4;9.21;4.68;4.14
34312;1954.09;2003.69;1878.52;7.49;8.06;4.6;4.95
34313;2127.29;2245.86;1574.0;10.61;9.15;5.99;5.16
34314;4244.6;3205.0;4504.5;13.14;11.11;3.71;3.14
34315;2088.86;1613.0;3278.5;12.16;9.09;6.98;5.22
34316;1662.71;1811.6;1290.5;10.74;9.99;7.75;7.21
34317;1532.42;1513.5;1627.0;10.42;7.83;8.16;6.13
34318;3704.11;3534.4;3916.25;10.85;8.99;3.52;2.91
34319;1893.75;1719.17;2417.5;10.46;7.58;6.63;4.81
34320;3692.74;3795.77;3503.83;12.55;9.48;4.08;3.08
34321;3643.38;3519.33;3767.42;11.55;11.34;3.8;3.74
34322;4539.9;4907.44;1232.0;10.85;11.56;2.87;3.05
34324;3607.23;3539.99;3686.61;12.67;11.15;4.22;3.71
34325;2291.15;2127.48;2497.52;11.13;9.21;5.83;4.82
34327;4056.57;4179.15;3907.17;14.18;12.13;4.2;3.59
34328;2304.74;2306.94;2301.0;10.94;10.88;5.7;5.66
34329;3535.4;3419.31;3689.04;11.7;9.51;3.97;3.23
34331;1414.22;1667.2;1098.0;8.78;7.72;7.45;6.55
34332;3076.11;2976.27;3220.01;11.99;10.09;4.68;3.94
34333;5822.71;5646.86;6046.52;13.35;11.66;2.75;2.4
34334;1965.08;2369.5;1560.67;7.98;6.25;4.87;3.82
34335;1873.22;1796.27;1994.14;9.65;8.06;6.18;5.16
34336;2136.37;1982.71;2313.81;11.5;8.75;6.46;4.92
34337;3743.38;3675.5;3826.09;13.26;11.59;4.25;3.71
34339;1586.57;1328.75;1930.33;8.34;7.87;6.31;5.96
34340;3711.07;3563.42;3829.2;12.26;10.22;3.96;3.3
34341;2793.67;2790.34;2798.73;10.76;11.17;4.62;4.8
34342;3846.2;3940.0;3783.67;12.43;11.79;3.88;3.68
34343;3234.43;3014.82;3435.75;12.43;9.48;4.61;3.52
34344;5495.71;5436.78;5565.49;16.46;11.75;3.59;2.56
46001;1705.5;1546.71;2091.14;9.02;7.42;6.35;5.22
46003;1615.74;1576.44;1672.91;7.95;7.44;5.91;5.52
46004;984.5;927.0;1042.0;6.81;6.99;8.3;8.52
46005;1907.24;1907.88;1906.67;9.02;7.42;5.68;4.67
46006;1572.8;1366.29;1753.5;7.62;7.5;5.81;5.72
46007;1898.67;1940.33;1836.17;9.02;7.91;5.7;5.0
46008;3290.0;3324.0;3278.67;7.34;7.42;2.68;2.71
46009;1754.24;1738.23;1780.25;7.15;6.99;4.89;4.78
46011;1777.62;1850.91;1697.0;8.84;6.99;5.97;4.72
46012;1166.3;1185.71;1121.0;7.13;6.99;7.34;7.19
46013;1677.17;1642.0;1712.33;7.2;7.96;5.15;5.69
46015;1407.5;1458.17;1329.8;7.6;6.43;6.48;5.48
46016;1858.0;1479.5;2362.67;8.34;7.54;5.39;4.87
46017;2012.8;1990.5;2027.67;6.81;6.99;4.06;4.17
46018;1886.86;1461.67;2205.75;7.62;7.37;4.85;4.69
46020;1538.83;1429.0;1560.8;7.2;8.42;5.62;6.57
46021;2003.75;2038.17;1900.5;7.15;7.44;4.28;4.45
46022;2804.5;3667.0;2681.29;9.02;7.42;3.86;3.17
46023;1833.43;1730.75;1970.33;7.2;8.66;4.71;5.67
46024;1531.0;1317.2;1744.8;8.84;6.99;6.93;5.48
46026;2063.43;1963.75;2196.33;8.61;7.61;5.01;4.42
46027;1522.5;1350.0;1695.0;8.61;7.44;6.79;5.86
46028;1692.39;1564.55;1775.12;7.13;7.41;5.06;5.26
46029;1695.07;1648.95;1737.0;8.99;7.44;6.37;5.27
46030;1589.78;1467.6;1742.5;6.81;7.44;5.14;5.61
46031;1782.0;1827.0;1737.0;7.15;7.37;4.81;4.96
46032;1687.7;1796.38;1253.0;9.02;7.96;6.41;5.66
46033;2039.17;2066.88;2017.0;9.02;7.3;5.31;4.3
46034;1127.29;1092.0;1141.4;6.81;6.43;7.25;6.84
46035;2295.5;2322.6;2160.0;8.56;7.44;4.47;3.89
46036;2220.5;1508.0;2933.0;6.81;6.43;3.68;3.47
46038;1495.73;1531.5;1429.69;8.84;7.44;7.09;5.97
46039;1441.75;1286.0;1909.0;8.61;7.44;7.17;6.19
46040;1521.6;1187.67;2022.5;7.62;7.44;6.01;5.86
46042;1737.29;1705.31;1781.03;9.27;8.16;6.4;5.64
46043;1767.8;1497.67;2173.0;8.84;7.44;6.0;5.05
46044;1872.07;2005.0;1606.2;9.02;7.42;5.78;4.76
46045;2014.0;2199.91;1877.67;8.61;6.52;5.13;3.89
46046;1651.43;1578.6;1833.5;9.02;7.96;6.56;5.78
46047;2075.2;2257.5;1953.67;7.95;7.54;4.6;4.36
46049;2549.0;1795.0;2737.5;7.45;6.67;3.51;3.14
46050;1767.8;847.0;1998.0;7.2;7.61;4.89;5.16
46051;1887.0;1897.0;1877.0;7.15;6.99;4.54;4.45
46052;1483.29;1359.33;1576.25;8.56;6.99;6.92;5.66
46053;1756.92;1524.33;1956.29;8.56;7.44;5.85;5.08
46054;2019.47;1597.12;2502.14;7.62;7.37;4.53;4.38
46055;1689.03;1843.48;1260.0;8.56;6.52;6.08;4.63
46056;2000.8;1588.33;2619.5;7.15;6.52;4.29;3.91
46057;1577.68;1554.09;1610.12;7.15;6.43;5.44;4.89
46058;2079.63;2520.62;1758.91;8.34;7.44;4.81;4.29
46059;1310.57;1463.67;1195.75;7.95;7.54;7.28;6.9
46060;2087.36;1846.57;2508.75;9.02;7.42;5.19;4.27
46061;1976.5;3073.0;1611.0;7.34;7.42;4.46;4.5
46062;1688.2;1709.23;1649.14;7.34;7.42;5.22;5.27
46063;1672.69;1745.41;1541.8;7.2;7.38;5.17;5.3
46064;1642.5;1398.81;1967.42;8.08;7.96;5.91;5.81
46065;2027.0;2016.83;2034.62;8.34;8.08;4.94;4.78
46066;2077.23;1891.08;2346.11;8.08;7.39;4.67;4.27
46068;1956.67;2392.5;1085.0;7.45;7.44;4.57;4.56
46070;3441.44;4878.0;2292.2;9.02;7.91;3.15;2.76
46072;1800.6;1725.75;2100.0;7.62;7.39;5.08;4.93
46073;1246.5;1248.0;1243.0;7.2;7.44;6.93;7.16
46074;1816.44;1773.38;2161.0;7.13;7.41;4.71;4.9
46075;2809.0;2412.0;4397.0;7.15;6.99;3.05;2.99
46076;1679.25;1673.8;1688.33;8.84;7.2;6.32;5.14
46079;1399.57;1542.0;1043.5;7.15;7.96;6.13;6.82
46080;1897.95;1633.2;1992.5;9.02;7.96;5.7;5.03
46082;1914.33;1946.67;1849.67;8.61;7.96;5.4;4.99
46083;1586.53;1609.35;1540.9;8.34;7.41;6.31;5.61
46084;1740.0;1774.0;1683.33;7.95;7.54;5.49;5.2
46085;1159.38;1010.8;1407.0;6.98;6.43;7.23;6.65
46086;1597.0;1877.67;1316.33;8.34;7.54;6.27;5.66
46087;2001.86;2074.5;1905.0;7.62;7.39;4.57;4.43
46088;1511.2;1481.75;1629.0;9.02;7.61;7.16;6.04
46089;1922.89;1616.4;2512.31;9.02;7.42;5.63;4.63
46090;1907.5;1383.0;2432.0;7.62;7.37;4.79;4.64
46091;2036.71;1955.89;2182.2;8.61;7.96;5.07;4.69
46092;1930.88;1873.8;2026.0;8.61;7.96;5.35;4.94
46093;1958.44;2288.4;1546.0;7.15;6.99;4.38;4.28
46094;1929.65;1938.64;1913.17;7.15;6.99;4.44;4.35
46095;1789.69;1846.57;1723.33;9.02;7.96;6.05;5.33
46097;1314.4;1198.5;1391.67;8.84;7.2;8.07;6.57
46098;2359.89;2105.57;3250.0;7.62;7.5;3.87;3.81
46100;2443.94;2594.25;2083.2;7.15;6.52;3.51;3.2
46101;1525.83;1467.0;1643.5;8.56;6.43;6.73;5.05
46102;1889.13;1964.13;1791.59;10.11;8.73;6.42;5.55
46103;1845.27;1990.2;1724.5;7.2;8.66;4.68;5.63
46104;2280.33;1763.0;2539.0;7.15;7.37;3.76;3.88
46105;1774.07;1779.36;1759.5;8.61;7.91;5.83;5.35
46107;2088.67;2116.0;2034.0;9.02;7.59;5.18;4.36
46108;1773.69;1898.33;1613.43;7.15;6.43;4.84;4.35
46109;2227.42;2174.0;2387.67;9.02;7.61;4.86;4.1
46112;1287.2;1509.67;953.5;8.08;7.96;7.54;7.42
46113;1771.81;1668.67;1904.43;8.08;7.96;5.48;5.39
46114;1741.19;1780.12;1702.25;7.34;7.42;5.06;5.11
46116;1859.0;1681.0;2037.0;7.15;6.52;4.61;4.21
46117;1212.0;897.14;1763.0;8.84;7.44;8.75;7.36
46118;2191.1;2404.92;1906.0;8.34;7.54;4.57;4.13
46120;1933.93;1790.44;2192.2;8.08;7.42;5.02;4.6
46121;1344.67;1776.0;1129.0;7.95;7.5;7.1;6.69
46123;1465.42;1397.17;1533.67;8.84;7.44;7.24;6.09
46124;1662.67;1402.0;1793.0;8.84;7.44;6.38;5.37
46125;1792.0;1822.17;1746.75;6.94;6.43;4.65;4.3
46126;1368.8;1501.5;838.0;7.34;7.42;6.44;6.5
46127;1712.48;1619.77;1838.22;9.02;7.77;6.32;5.45
46128;1411.59;1291.97;1600.74;8.07;8.04;6.86;6.83
46129;2931.86;1870.0;3356.6;7.15;7.44;2.93;3.04
46130;1632.0;1712.56;1450.75;7.34;7.59;5.4;5.58
46131;1947.0;1553.33;2143.83;8.61;7.44;5.31;4.58
46132;1626.09;1346.8;1858.83;6.81;7.44;5.02;5.49
46134;2048.13;2133.08;1708.33;7.34;7.39;4.3;4.33
46135;1188.6;1185.75;1200.0;7.6;7.2;7.67;7.27
46136;1714.22;1649.6;1795.0;7.34;7.42;5.14;5.19
46137;1901.13;1928.24;1868.21;9.02;7.61;5.69;4.8
46138;1572.5;1345.53;1923.27;8.08;7.37;6.17;5.62
46139;1808.5;2737.0;880.0;6.81;6.43;4.52;4.26
46142;2185.78;2270.33;2016.67;9.02;7.42;4.95;4.07
46143;1682.19;1336.94;2027.44;6.81;6.43;4.86;4.58
46144;1463.6;1380.57;1657.33;8.34;7.54;6.84;6.18
46145;1450.34;1435.2;1467.17;7.95;7.5;6.58;6.2
46148;1978.47;2026.16;1870.09;8.61;7.73;5.22;4.69
46149;1936.5;2013.56;1705.33;9.02;7.91;5.59;4.9
46151;993.75;1081.5;906.0;7.15;7.37;8.63;8.9
46152;1642.83;3233.0;1324.8;7.62;7.5;5.57;5.48
46153;1821.31;1798.75;1840.64;7.95;7.54;5.24;4.97
46154;1609.22;1683.75;1013.0;7.45;6.67;5.56;4.97
46155;2389.75;2062.0;2717.5;7.45;6.67;3.74;3.35
46156;1704.56;1706.43;1701.54;9.02;7.96;6.35;5.6
46157;891.5;649.0;1134.0;8.61;7.44;11.59;10.01
46159;1702.44;1665.25;1732.2;6.94;7.2;4.89;5.07
46160;874.36;864.86;883.86;7.6;6.43;10.43;8.82
46162;1354.67;1752.0;560.0;7.62;7.44;6.75;6.59
46163;1012.19;1078.62;945.75;6.94;7.2;8.23;8.53
46165;1343.67;1234.0;1398.5;6.81;7.37;6.08;6.58
46168;1374.9;1458.57;1179.67;8.56;6.52;7.47;5.69
46169;2142.6;1873.25;2322.17;8.08;7.39;4.53;4.14
46170;1423.11;1565.67;1178.71;6.81;6.99;5.74;5.9
46171;2011.45;1085.75;2540.43;7.34;7.39;4.38;4.41
46172;2037.33;2178.0;1967.0;9.02;7.61;5.31;4.48
46173;1473.22;1445.31;1499.14;8.61;6.67;7.02;5.43
46175;1892.6;1676.57;2081.62;8.56;6.43;5.43;4.08
46176;1777.68;1654.0;1947.75;7.15;6.99;4.82;4.72
46177;2122.75;2159.5;2049.25;8.84;6.99;5.0;3.95
46178;1823.29;2076.0;1486.33;9.08;7.5;5.98;4.93
46180;1795.36;1690.71;1900.0;8.56;6.52;5.72;4.36
46181;1333.0;570.0;2096.0;7.62;7.37;6.86;6.64
46182;1433.42;1438.71;1424.79;9.02;7.42;7.55;6.21
46183;1775.38;1643.5;1888.43;8.61;7.44;5.82;5.03
46184;2126.54;2163.5;2067.4;7.34;7.39;4.14;4.17
46185;2231.82;2064.91;2471.3;8.34;7.44;4.49;4.0
46187;2092.67;1965.47;2401.57;7.59;7.59;4.35;4.35
46188;2231.0;1515.33;2946.67;8.08;7.96;4.35;4.28
46189;1293.67;1416.25;1048.5;7.13;7.44;6.61;6.9
46190;2221.86;2437.17;930.0;7.15;7.96;3.86;4.3
46191;1729.82;1651.38;1799.56;9.02;7.96;6.26;5.52
46192;1486.6;1347.75;2042.0;7.95;7.54;6.42;6.09
46193;2103.7;1520.0;2353.86;7.13;7.44;4.07;4.24
46194;2493.33;2544.5;2391.0;9.08;7.39;4.37;3.56
46195;1610.29;1571.67;1679.8;6.81;6.99;5.07;5.21
46197;2161.08;2329.53;1908.4;9.02;7.61;5.01;4.22
46199;1883.0;1622.75;2403.5;7.34;6.51;4.68;4.15
46200;1975.57;1579.67;2272.5;8.08;7.39;4.91;4.49
46201;1869.47;1749.41;1989.54;7.59;7.3;4.87;4.69
