INSEE_COM;PrixMoyen_M2_2223;Prixm2Moyen_2022;Prixm2Moyen_2023;loyer_apparts;loyer_maisons;Rendement_locatif_apparts;Rendement_locatif_maisons
31560;2718.73;2628.25;2822.14;10.97;7.61;4.84;3.36
31561;3482.64;3506.53;3451.27;12.18;10.82;4.2;3.73
31563;3281.22;3286.44;3276.0;10.81;10.18;3.95;3.72
31564;1236.0;1006.0;1696.0;7.42;7.15;7.21;6.94
31565;1027.05;1051.56;1008.67;8.9;7.22;10.4;8.43
31566;2755.44;2868.75;2664.8;9.33;7.61;4.07;3.32
31567;3879.71;3759.0;3970.25;9.8;10.94;3.03;3.38
31568;2590.33;2680.0;2500.67;10.73;7.61;4.97;3.53
31569;2247.86;1731.33;2635.25;8.79;7.36;4.69;3.93
31570;1225.17;1131.67;1318.67;9.33;7.61;9.14;7.46
31572;2723.91;2590.78;2816.08;10.73;10.16;4.73;4.48
31573;2730.34;2695.17;2764.04;10.79;9.65;4.74;4.24
31574;2677.12;2727.58;2613.2;11.04;10.35;4.95;4.64
31575;4237.09;4778.38;3455.22;12.81;11.43;3.63;3.24
31576;2199.33;2049.67;2349.0;10.73;9.51;5.85;5.19
31578;3731.43;3063.55;4466.1;12.25;11.43;3.94;3.68
31579;2950.24;2946.36;2968.33;11.01;10.18;4.48;4.14
31580;3061.83;2989.14;3163.6;11.04;9.81;4.33;3.85
31581;2515.95;2532.69;2488.75;8.99;9.28;4.29;4.43
31582;2823.08;2837.49;2802.23;9.8;8.64;4.16;3.67
31583;2512.7;2667.5;2287.55;9.68;9.27;4.62;4.43
31584;2141.65;2092.29;2207.85;9.69;8.66;5.43;4.85
31585;1664.51;1634.14;1714.53;8.9;7.55;6.42;5.44
31586;1315.63;1326.57;1239.0;9.13;6.84;8.33;6.24
31587;2672.25;2945.4;2217.0;9.68;9.27;4.35;4.16
31588;2878.34;2812.68;2946.19;11.41;10.37;4.76;4.32
31589;2335.58;2283.77;2447.83;9.33;9.17;4.8;4.71
31591;1340.0;1081.67;1533.75;8.24;7.04;7.38;6.3
31592;2553.88;2669.85;2453.04;9.83;8.95;4.62;4.21
31593;1527.0;2174.0;1203.5;9.3;8.1;7.31;6.36
32001;1350.42;1191.13;1567.64;8.06;7.3;7.16;6.48
32004;1379.67;1481.0;1329.0;7.66;7.3;6.66;6.35
32005;1837.0;1600.5;2546.5;7.64;7.3;4.99;4.77
32007;1377.4;1202.0;1640.5;9.83;7.45;8.56;6.49
32009;1663.0;1831.0;1495.0;8.06;7.37;5.81;5.32
32012;1950.5;2256.7;1567.75;8.38;7.45;5.15;4.58
32013;1791.48;1802.1;1778.46;9.29;9.84;6.22;6.59
32016;2019.14;1946.0;2074.0;8.95;9.33;5.32;5.55
32017;1584.25;1475.67;1910.0;8.85;7.17;6.71;5.43
32018;1846.33;1828.0;1855.5;8.2;8.49;5.33;5.52
32019;1850.91;1786.78;2139.5;8.95;8.21;5.8;5.33
32020;1904.33;2256.0;1728.5;8.9;7.37;5.61;4.64
32022;1364.33;1401.2;1180.0;7.66;7.3;6.74;6.42
32024;1277.33;1205.0;1313.5;8.35;7.97;7.85;7.49
32025;1487.0;1757.2;1149.25;7.64;6.22;6.17;5.02
32027;1378.02;1456.6;1306.59;8.06;7.17;7.02;6.24
32028;1220.25;1293.67;1000.0;7.41;6.79;7.29;6.68
32029;1309.92;1546.38;931.6;7.79;7.97;7.14;7.3
32030;1230.0;1076.0;1281.33;7.88;6.79;7.69;6.62
32031;1705.0;1617.0;1969.0;7.64;6.22;5.38;4.38
32032;1393.53;1420.58;1285.33;7.41;7.3;6.38;6.28
32033;1119.4;1175.0;1105.5;8.12;7.97;8.71;8.55
32034;1894.33;2210.0;1263.0;7.88;6.68;4.99;4.23
32035;1205.88;1379.0;917.33;8.3;6.94;8.26;6.91
32036;1676.88;1517.25;1836.5;7.41;7.3;5.3;5.22
32037;1536.56;1532.0;1540.2;8.35;6.85;6.52;5.35
32041;1882.33;1993.0;1827.0;7.99;6.79;5.09;4.33
32043;1217.8;1141.5;1268.67;8.12;7.3;8.0;7.19
32044;2164.4;3093.0;1932.25;8.35;7.01;4.63;3.89
32045;2445.43;2343.5;3057.0;7.79;6.79;3.82;3.33
32046;2173.67;2078.0;2365.0;8.85;7.17;4.89;3.96
32049;1222.5;1109.0;1336.0;7.66;7.3;7.52;7.16
32053;2157.5;2222.0;2093.0;7.99;6.79;4.45;3.78
32054;1515.8;1424.86;1728.0;8.3;8.21;6.57;6.5
32058;1877.5;1296.0;2459.0;8.9;7.37;5.69;4.71
32060;1920.33;1903.0;1955.0;8.95;8.21;5.59;5.13
32062;1119.6;933.5;1243.67;7.66;7.13;8.21;7.64
32063;1231.56;980.0;1357.33;7.66;7.13;7.47;6.94
32064;1558.0;1090.33;1838.6;8.12;6.94;6.26;5.35
32065;1492.57;1552.0;1448.0;8.3;7.97;6.67;6.41
32066;1677.75;1489.8;1991.0;7.02;7.97;5.02;5.7
32068;1664.5;1407.0;1750.33;7.02;6.58;5.06;4.74
32073;1107.29;1379.75;744.0;7.66;6.94;8.3;7.52
32076;1696.68;1667.79;1777.6;8.2;8.49;5.8;6.0
32077;1938.0;1824.67;2278.0;7.79;7.97;4.82;4.94
32079;1236.64;1168.25;1323.68;8.12;6.22;7.88;6.03
32080;1904.75;2048.8;1664.67;8.13;6.85;5.12;4.32
32081;1346.4;1734.33;764.5;8.06;7.3;7.18;6.5
32082;1896.33;2218.0;1253.0;8.13;7.01;5.14;4.44
32083;1392.0;1382.55;1401.45;8.3;7.97;7.15;6.87
32084;2994.5;4293.0;1696.0;8.74;6.77;3.5;2.71
32085;1866.57;1849.0;1879.75;7.61;6.58;4.89;4.23
32086;1650.33;1242.0;1854.5;7.17;6.68;5.21;4.86
32087;885.75;764.33;1250.0;7.64;7.13;10.35;9.66
32090;2796.5;2855.67;2619.0;8.77;8.49;3.76;3.64
32091;2160.0;2322.0;1836.0;8.3;8.21;4.61;4.56
32092;2015.0;1258.0;2772.0;9.83;7.45;5.85;4.44
32093;2000.0;2677.0;1661.5;8.85;7.17;5.31;4.3
32094;1545.83;1238.57;1976.0;7.64;6.22;5.93;4.83
32095;1648.94;1426.75;1871.12;8.35;7.01;6.08;5.1
32096;1424.5;1442.25;1405.55;8.77;6.22;7.39;5.24
32098;2595.44;2634.25;2564.4;8.77;8.49;4.05;3.92
32099;1822.0;2033.0;1400.0;8.9;6.68;5.86;4.4
32102;1707.29;1574.0;1760.6;8.3;6.94;5.83;4.88
32104;1627.0;1459.75;2296.0;7.79;6.79;5.75;5.01
32106;1919.1;2039.56;1752.31;8.61;8.38;5.38;5.24
32107;1439.83;1445.76;1432.32;8.81;6.93;7.35;5.77
32108;1444.0;2053.0;835.0;8.06;7.17;6.7;5.96
32109;1383.33;1377.0;1396.0;8.06;7.3;6.99;6.33
32110;1507.38;1677.67;1361.43;8.12;6.85;6.47;5.45
32113;1828.33;2130.0;1677.5;7.66;7.3;5.03;4.79
32115;1386.4;2001.0;976.67;8.12;6.94;7.03;6.01
32116;1155.83;1124.8;1311.0;7.41;6.68;7.69;6.94
32117;2202.14;2218.5;2180.33;8.3;8.21;4.52;4.48
32119;1491.08;1493.32;1488.23;8.54;7.31;6.87;5.88
32120;2128.36;2142.7;2092.5;9.83;7.45;5.54;4.2
32121;2041.64;2147.33;1851.4;8.77;8.49;5.15;4.99
32122;1634.5;1311.0;2281.5;7.88;6.79;5.79;4.98
32123;2887.5;2807.0;2968.0;8.77;8.21;3.64;3.41
32124;1754.25;1403.25;2105.25;8.2;8.49;5.61;5.81
32126;1233.86;1549.5;1107.6;7.41;6.68;7.21;6.5
32127;1357.48;1457.19;1148.1;7.66;7.13;6.77;6.3
32128;1549.0;2167.0;1394.5;7.79;7.97;6.03;6.18
32129;1663.67;1791.67;1535.67;7.02;6.58;5.07;4.74
32130;1450.6;1563.75;998.0;8.32;6.79;6.88;5.62
32131;1035.0;612.67;1457.33;7.61;7.18;8.82;8.32
32132;1603.67;1600.07;1608.1;7.99;8.61;5.98;6.44
32133;1573.06;1557.82;1606.6;8.3;6.85;6.33;5.23
32134;2479.17;2685.5;2066.5;8.77;8.49;4.24;4.11
32138;1524.33;1561.5;1450.0;9.3;8.49;7.32;6.68
32139;1232.0;1706.0;1074.0;8.74;6.77;8.51;6.59
32141;1891.5;1333.0;2450.0;8.32;6.79;5.28;4.31
32142;1209.25;925.0;1493.5;7.02;7.97;6.97;7.91
32143;1951.0;1639.33;2262.67;8.13;6.85;5.0;4.21
32146;1277.4;1561.33;851.5;7.61;6.58;7.15;6.18
32147;1777.48;1902.38;1548.5;9.04;8.29;6.1;5.6
32149;1799.89;1476.5;2090.95;8.12;6.85;5.42;4.57
32150;1727.33;1822.0;1680.0;7.02;6.58;4.88;4.57
32151;2032.6;2742.33;968.0;6.94;7.17;4.1;4.23
32152;1485.22;1316.33;1823.0;8.9;6.68;7.19;5.4
32155;1400.81;1284.29;1505.05;7.66;7.17;6.56;6.14
32157;3033.67;2693.5;3714.0;8.38;7.45;3.31;2.95
32158;1434.63;1426.67;1458.5;8.13;6.77;6.8;5.66
32159;1371.08;1587.25;1275.0;7.79;7.97;6.82;6.98
32160;2607.04;2605.41;2609.2;10.66;8.98;4.91;4.13
32161;1531.67;1273.0;1661.0;8.06;7.17;6.31;5.61
32162;1390.21;1400.41;1374.45;8.3;7.97;7.16;6.88
32163;1165.2;1253.0;814.0;8.06;7.3;8.3;7.51
32165;2086.0;2717.0;1455.0;8.95;8.21;5.15;4.73
32166;1243.33;1365.0;1000.0;7.64;6.94;7.37;6.7
32167;1542.0;1327.75;1827.67;7.41;6.68;5.77;5.2
32169;1856.67;3267.0;1151.5;7.88;6.79;5.1;4.39
32171;1359.6;1491.25;833.0;8.95;8.49;7.9;7.49
32174;2279.0;2489.0;2121.5;7.41;7.3;3.9;3.84
32175;1382.75;1454.67;1167.0;7.41;7.37;6.43;6.4
32176;1903.0;2059.0;1825.0;8.35;7.01;5.27;4.42
32177;1645.86;1442.75;1916.67;7.88;6.79;5.75;4.95
32180;1542.5;1420.3;1695.25;8.12;6.22;6.32;4.84
32181;1459.89;1553.25;1385.2;8.9;6.68;7.32;5.49
32182;1805.0;1562.0;1926.5;8.95;8.49;5.95;5.64
32183;2295.5;2500.0;2091.0;8.95;7.45;4.68;3.89
32185;2057.0;2188.0;1926.0;7.99;6.79;4.66;3.96
32189;1314.0;1298.5;1345.0;8.43;7.13;7.69;6.51
32190;1062.05;998.08;1154.44;7.64;6.94;8.63;7.84
32191;1140.25;1328.0;577.0;7.64;7.3;8.04;7.68
32192;1706.75;1915.2;1359.33;8.85;7.27;6.22;5.11
32193;1609.38;1482.0;1685.8;7.66;7.13;5.71;5.31
32194;3707.0;2713.0;4701.0;8.3;6.85;2.69;2.22
32198;2764.0;3119.0;2231.5;8.2;6.79;3.56;2.95
32199;1394.83;1312.25;1560.0;8.06;7.3;6.93;6.28
32200;2510.2;2107.0;3115.0;8.95;8.21;4.28;3.93
32202;1661.67;1980.0;1502.5;7.66;7.17;5.53;5.18
32203;1715.67;1655.0;1727.8;8.35;6.85;5.84;4.79
32204;2511.82;1321.75;3191.86;8.3;7.97;3.96;3.81
32207;1702.6;1699.43;1710.0;8.95;8.21;6.31;5.79
32208;1880.32;1836.8;1933.77;8.55;7.21;5.46;4.6
32209;1481.29;1549.5;1454.0;8.06;7.17;6.53;5.81
32210;2837.18;2501.75;3731.67;9.69;9.79;4.1;4.14
32212;1157.4;1118.67;1215.5;8.13;6.85;8.43;7.1
32213;1859.58;1872.28;1841.14;9.39;8.69;6.06;5.61
32215;1447.0;1420.0;1474.0;7.88;6.79;6.54;5.63
32217;2028.75;2084.67;1861.0;7.41;7.37;4.38;4.36
32219;1504.6;1804.0;1205.2;7.66;7.3;6.11;5.82
32220;1952.8;1924.75;2065.0;7.66;7.3;4.71;4.48
32221;2263.67;1644.0;2573.5;8.95;8.21;4.74;4.35
32224;1702.25;2070.0;1334.5;8.3;7.01;5.85;4.94
32225;1159.33;1250.0;1114.0;7.41;6.68;7.67;6.91
32227;1961.07;2836.71;1194.88;7.66;6.22;4.69;3.81
32229;1796.33;1515.5;2358.0;8.74;7.97;5.84;5.33
32231;1709.17;1850.0;1638.75;8.12;6.94;5.7;4.87
32233;1636.13;1472.27;1848.18;7.41;7.37;5.43;5.41
32234;2236.2;2295.75;1998.0;8.77;8.49;4.7;4.55
32235;1529.83;2008.0;1290.75;7.66;6.94;6.01;5.44
32236;2137.5;619.0;3656.0;7.66;7.13;4.3;4.0
32237;2219.64;2166.4;2264.0;8.38;7.45;4.53;4.03
32238;1404.67;2128.0;1043.0;7.88;7.37;6.74;6.3
32239;3104.23;3225.12;2910.8;8.35;7.01;3.23;2.71
32241;2284.6;2842.0;1913.0;8.13;6.94;4.27;3.65
32242;1422.85;1165.08;1703.04;8.31;6.79;7.01;5.73
32243;1253.5;1321.75;1117.0;7.64;7.13;7.31;6.82
32244;1633.17;1174.5;1862.5;8.06;7.17;5.92;5.27
32246;1334.0;1226.4;1872.0;7.64;7.13;6.87;6.41
32247;1612.5;1815.0;1545.0;8.77;8.21;6.52;6.11
32248;1875.14;2063.5;1624.0;7.61;6.77;4.87;4.33
32249;1594.25;1369.6;1806.76;8.8;7.45;6.62;5.61
32252;1308.64;1390.43;1191.06;7.41;6.68;6.79;6.13
32253;1261.46;1224.75;1320.2;9.86;6.58;9.38;6.26
32254;1520.0;1644.62;1021.5;7.88;6.79;6.22;5.36
32255;1169.75;1361.5;978.0;8.38;7.97;8.59;8.18
32256;1371.55;1421.94;1274.36;7.85;6.86;6.87;6.0
32260;3446.0;4933.0;1959.0;8.32;6.84;2.9;2.38
32261;2079.67;1467.0;3305.0;9.58;8.49;5.53;4.9
32262;2142.25;1699.0;2408.2;9.69;7.45;5.43;4.17
32263;1542.0;1468.33;1763.0;7.79;6.79;6.06;5.28
32266;1927.0;2276.0;1752.5;7.88;6.79;4.91;4.23
32268;2076.0;1983.07;2336.2;8.77;8.21;5.07;4.75
32269;1240.6;1357.71;967.33;7.02;6.58;6.79;6.36
32270;2053.4;1781.0;2235.0;8.2;8.49;4.79;4.96
32271;1304.5;933.67;1527.0;7.66;7.13;7.05;6.56
32272;1949.25;2058.33;1622.0;7.17;6.68;4.41;4.11
32273;2049.75;1818.83;2742.5;7.41;7.37;4.34;4.31
32274;1255.43;1150.0;1519.0;7.66;7.13;7.32;6.81
32276;1898.25;2141.0;1817.33;8.2;8.49;5.19;5.37
32279;1758.27;1847.88;1519.33;8.38;8.21;5.72;5.61
32280;1089.38;1115.0;1012.5;7.88;6.84;8.69;7.54
32282;1634.0;1892.33;859.0;8.95;8.21;6.57;6.03
32283;1415.0;1435.67;1404.67;7.41;6.68;6.28;5.66
32285;1363.06;1195.43;1493.44;7.79;6.79;6.86;5.98
32286;1812.4;1592.0;2143.0;8.38;7.97;5.55;5.28
32288;2299.67;2251.5;2396.0;8.95;8.21;4.67;4.29
32289;1813.25;2253.5;1373.0;8.2;8.1;5.43;5.36
32290;1316.39;1280.64;1363.42;8.12;6.22;7.4;5.67
32292;1791.86;1650.25;1980.67;8.35;6.85;5.6;4.59
32294;1460.75;1715.67;696.0;8.12;6.85;6.67;5.63
32296;1371.2;1263.27;1475.65;8.17;7.41;7.15;6.49
32297;2596.14;2940.0;2137.67;8.95;8.21;4.14;3.8
32298;1604.5;2079.0;1319.8;8.38;8.21;6.27;6.14
32299;1432.75;1865.0;1000.5;8.12;6.94;6.8;5.81
32300;1451.67;1250.0;1552.5;8.95;6.79;7.4;5.61
32301;2082.12;2128.73;2004.44;7.79;8.21;4.49;4.73
32302;1743.0;1781.0;1667.0;7.79;6.79;5.36;4.67
32303;2183.33;2230.5;2089.0;7.88;7.37;4.33;4.05
32304;1484.25;1370.5;1598.0;7.99;6.79;6.46;5.49
32305;1257.94;1459.86;1129.45;7.66;7.13;7.31;6.8
32306;2231.5;2228.71;2235.4;8.38;7.01;4.51;3.77
32307;1932.4;1865.97;2020.96;8.95;8.21;5.56;5.1
32308;2003.33;1184.0;2413.0;9.58;9.35;5.74;5.6
32310;1478.0;1500.0;1456.0;7.64;7.17;6.2;5.82
32311;1687.88;1787.5;1389.0;8.13;7.97;5.78;5.67
32312;2086.31;2260.62;1807.4;8.95;8.21;5.15;4.72
32313;1305.0;1888.0;1013.5;8.74;8.38;8.03;7.71
32314;1302.0;1587.0;1017.0;9.86;7.18;9.08;6.61
32317;1383.0;1042.0;1724.0;8.06;7.37;6.99;6.39
32319;1296.91;1138.52;1674.62;8.0;7.3;7.4;6.75
32320;2206.2;1753.67;2885.0;7.61;6.77;4.14;3.68
32321;2365.5;1754.0;2977.0;8.2;8.49;4.16;4.31
32323;903.33;800.0;1110.0;7.79;6.68;10.35;8.87
32324;2907.75;4106.5;1709.0;7.17;6.79;2.96;2.8
32327;1429.0;677.0;1805.0;7.88;6.79;6.62;5.7
32328;2857.67;1825.0;3374.0;8.13;6.85;3.41;2.88
32329;3603.75;2880.0;5775.0;8.38;7.01;2.79;2.34
32330;1377.37;1274.83;1685.0;8.06;7.17;7.02;6.24
32331;2083.12;2019.67;2141.69;8.3;8.21;4.78;4.73
32333;1416.33;1291.25;1666.5;8.85;7.17;7.5;6.07
32334;3270.0;3212.33;3350.73;9.69;9.79;3.56;3.59
32335;1588.55;1354.4;1783.67;8.74;7.45;6.6;5.63
32336;1916.0;2745.67;1293.75;8.2;8.49;5.14;5.32
32338;1732.75;1168.5;2297.0;7.64;6.94;5.29;4.81
32339;2454.5;3021.5;2171.0;9.83;7.45;4.8;3.64
32340;1391.93;1212.64;2049.33;7.64;6.94;6.59;5.98
32343;1676.56;1765.14;1366.5;8.3;7.97;5.94;5.71
32344;1276.53;1248.82;1333.69;7.97;7.17;7.49;6.74
32345;1941.44;1806.8;2165.83;8.13;7.01;5.03;4.33
32346;1602.0;1222.67;2171.0;8.12;7.97;6.08;5.97
32348;1485.21;1599.5;1199.5;8.3;8.21;6.7;6.64
32351;1582.57;1702.67;862.0;8.12;6.85;6.16;5.2
32352;1745.33;1951.5;1333.0;8.3;6.94;5.7;4.77
32355;1740.67;1881.5;1459.0;7.17;6.68;4.94;4.6
32358;2384.25;2609.0;2159.5;7.61;7.74;3.83;3.9
32359;1770.5;2474.0;1536.0;8.38;7.45;5.68;5.05
32360;1413.67;1700.33;1127.0;8.3;7.97;7.04;6.77
32362;1092.67;979.0;1320.0;8.06;7.3;8.85;8.01
32365;1397.12;1293.33;1708.5;8.32;6.84;7.15;5.88
32367;1466.0;1743.0;1189.0;7.79;7.37;6.38;6.03
32368;1302.5;1845.0;1121.67;8.38;8.21;7.72;7.57
32369;1649.3;1517.5;1737.17;7.66;7.13;5.57;5.19
32370;1369.82;1288.82;1518.33;8.13;6.58;7.12;5.76
32372;2355.5;2391.2;2177.0;9.83;7.45;5.01;3.79
32373;1146.5;1240.75;1052.25;7.41;6.68;7.76;6.99
32375;1612.63;1657.6;1537.67;7.88;6.68;5.87;4.97
32376;1926.33;1155.5;3468.0;7.02;6.58;4.38;4.1
32378;1111.0;949.67;1272.33;8.06;7.17;8.7;7.74
32380;952.5;873.0;1032.0;8.06;7.17;10.15;9.03
32381;1600.57;1759.0;1481.75;7.79;6.79;5.84;5.09
32382;1712.64;1741.0;1696.43;8.12;7.97;5.69;5.59
32383;1787.0;1978.33;1595.67;7.41;7.37;4.98;4.95
32384;1984.0;1964.0;2034.0;8.3;8.21;5.02;4.97
32385;1236.0;889.0;1583.0;7.02;6.58;6.82;6.39
32388;2216.75;2466.5;1967.0;8.38;8.21;4.54;4.45
32389;1787.06;1788.22;1785.57;7.79;6.79;5.23;4.56
32391;2089.0;4508.0;879.5;8.13;6.58;4.67;3.78
32392;1227.67;722.0;1480.5;8.2;8.49;8.02;8.3
32395;1065.57;832.75;1376.0;7.61;6.58;8.57;7.41
32396;1382.1;1673.25;1188.0;8.13;7.01;7.06;6.09
32397;1601.4;1767.75;1490.5;7.88;6.68;5.91;5.01
32398;1148.62;1104.86;1455.0;8.85;7.17;9.25;7.49
32400;1309.4;1188.29;1592.0;8.13;7.01;7.45;6.43
32401;1241.5;1255.33;1200.0;7.41;6.79;7.16;6.56
32402;1380.67;1111.0;1515.5;8.12;7.97;7.06;6.93
32404;1542.96;1539.13;1547.75;8.3;6.94;6.45;5.4
32405;1855.6;1896.0;1694.0;8.3;7.01;5.36;4.53
32406;1493.75;1636.33;1066.0;8.38;8.21;6.73;6.6
32407;1892.67;1773.0;1952.5;8.2;8.49;5.2;5.38
32408;1216.5;1362.0;1071.0;7.64;6.22;7.54;6.13
32409;1841.67;1469.0;2028.0;7.88;6.79;5.14;4.42
32410;2140.51;2176.06;2087.96;8.87;9.07;4.97;5.09
32411;1676.0;1270.0;1811.33;7.79;6.79;5.58;4.86
32412;1337.56;1285.04;1413.06;8.2;8.49;7.36;7.61
32414;1155.0;1375.0;1081.67;7.64;7.3;7.94;7.58
32415;1904.38;1801.5;2007.25;7.17;6.68;4.51;4.21
32417;1191.07;1202.7;1162.0;8.3;6.94;8.36;6.99
32418;2063.8;2375.5;817.0;8.32;6.79;4.84;3.95
32421;2271.25;1896.5;2646.0;9.58;8.49;5.06;4.48
32424;3926.33;1333.0;5223.0;8.85;7.27;2.71;2.22
32425;2580.79;2206.22;2917.9;9.69;9.79;4.51;4.55
32426;1619.83;1730.43;1523.06;7.88;6.79;5.84;5.03
32429;1715.57;1800.4;1503.5;8.13;7.01;5.69;4.91
32430;990.67;1000.0;972.0;7.88;6.84;9.55;8.29
32431;2166.5;3333.0;1000.0;8.74;7.45;4.84;4.13
32432;2285.33;2942.5;971.0;8.95;9.35;4.7;4.91
32433;1390.72;1295.17;1478.92;8.32;6.79;7.18;5.86
32436;1518.94;1599.5;1384.67;7.02;6.58;5.55;5.2
32437;1220.0;1315.6;1060.67;7.64;7.3;7.51;7.18
32439;1095.37;1131.5;1083.33;8.85;7.17;9.7;7.85
32440;1636.17;1477.0;1795.33;8.06;7.3;5.91;5.35
32441;1234.33;1382.0;939.0;8.38;7.97;8.14;7.75
32442;1510.08;1390.27;2169.0;8.13;7.01;6.46;5.57
32443;1670.0;1426.25;2645.0;8.06;7.3;5.79;5.24
32445;2363.62;2661.5;2065.75;8.06;7.17;4.09;3.64
32446;1566.86;1559.17;1613.0;7.41;7.37;5.67;5.64
32448;1888.5;2297.86;1315.4;8.38;7.45;5.32;4.73
32449;1459.83;1280.2;2358.0;7.66;7.13;6.3;5.86
32451;2107.0;1898.0;2211.5;7.99;6.79;4.55;3.87
32452;1517.2;1609.0;1379.5;8.74;6.77;6.91;5.35
32455;1442.0;1827.67;863.5;8.9;6.68;7.41;5.56
32457;1865.25;1670.4;2190.0;8.13;7.97;5.23;5.13
32458;1824.33;2272.5;1600.25;7.66;7.3;5.04;4.8
32459;1474.71;1466.35;1492.83;8.35;6.94;6.8;5.65
32460;2033.0;1951.8;2236.0;8.85;7.17;5.23;4.23
32462;1275.94;1258.31;1299.7;8.08;7.22;7.6;6.79
32463;1490.32;1499.33;1486.15;8.06;7.17;6.49;5.77
32464;1592.0;1530.58;1714.83;7.41;6.68;5.58;5.04
32465;2284.5;2675.67;1111.0;8.32;6.84;4.37;3.59
34001;2353.2;2260.84;2495.58;10.46;7.85;5.33;4.0
34002;2310.18;2316.37;2287.0;10.87;8.51;5.65;4.42
34003;3963.46;3828.02;4141.07;11.86;10.89;3.59;3.3
34004;2330.3;3782.25;1362.33;8.66;8.09;4.46;4.17
34006;1405.75;1162.4;1811.33;7.41;8.09;6.32;6.91
34007;1520.67;1266.2;1838.75;8.66;7.87;6.83;6.21
34008;1851.56;1782.0;1886.33;8.9;6.25;5.77;4.05
34009;2160.33;1860.39;2560.26;10.87;9.21;6.04;5.11
34010;2842.98;3018.83;2615.04;10.34;9.61;4.36;4.06
34012;4275.48;4212.44;4653.67;12.43;9.48;3.49;2.66
34013;2314.33;2311.44;2317.88;10.87;8.51;5.64;4.41
34014;4884.63;5209.41;4459.92;13.34;11.11;3.28;2.73
34015;2012.92;1743.6;2205.29;8.34;7.87;4.97;4.69
34016;2604.09;2633.25;2526.33;10.94;10.88;5.04;5.01
34017;2265.73;1923.5;2461.29;10.51;9.09;5.57;4.81
34018;1989.06;1721.94;2429.8;11.09;8.98;6.69;5.42
34019;1333.67;1320.1;1350.62;7.54;6.25;6.78;5.62
34020;1650.71;1541.15;2006.75;8.66;6.74;6.29;4.9
34021;1527.7;1090.33;1715.14;8.34;7.87;6.55;6.19
34022;4034.64;4044.7;4021.02;13.83;12.37;4.11;3.68
34023;4173.95;4086.93;4275.42;12.68;13.25;3.65;3.81
34024;3698.98;3541.07;3898.09;12.66;12.78;4.11;4.14
34025;2505.48;2566.05;2443.44;11.09;8.14;5.31;3.9
34026;1365.7;1405.14;1273.67;8.66;8.09;7.61;7.11
34027;3495.11;2960.47;4000.06;11.2;10.59;3.85;3.64
34028;1652.04;1784.2;1524.03;8.43;8.42;6.12;6.11
34029;2554.91;2655.91;2453.91;10.97;9.15;5.15;4.3
34030;2064.5;1807.0;2837.0;7.98;7.92;4.64;4.6
34031;2367.76;2391.95;2335.75;10.77;9.16;5.46;4.64
34032;1959.06;1932.72;1992.42;9.94;9.55;6.09;5.85
34033;3214.18;3371.52;2981.07;13.09;10.22;4.89;3.81
34034;1251.75;1083.5;1420.0;8.78;7.72;8.41;7.4
34035;3274.29;3522.8;2919.29;12.62;9.48;4.63;3.47
34036;2373.97;1874.71;2741.84;10.42;8.27;5.27;4.18
34037;2347.26;2524.72;2157.42;12.1;8.64;6.18;4.42
34038;1479.09;1387.96;1570.21;8.19;6.25;6.64;5.07
34039;4120.36;3975.23;4259.17;13.2;12.78;3.84;3.72
34040;1710.5;921.0;2500.0;9.65;8.06;6.77;5.65
34041;2568.52;2485.38;2670.85;10.87;9.15;5.08;4.27
34042;3406.0;3633.0;3027.67;9.3;9.48;3.28;3.34
34043;3564.33;3479.0;3735.0;11.2;11.34;3.77;3.82
34044;1219.62;1132.0;1412.4;8.9;7.92;8.76;7.79
34045;1815.53;2046.67;1555.5;10.46;8.06;6.91;5.33
34046;2373.0;1549.17;3608.75;8.84;6.25;4.47;3.16
34047;3048.9;3258.0;2421.6;10.97;8.51;4.32;3.35
34049;1280.64;1289.5;1268.83;7.49;6.25;7.02;5.86
34050;3825.58;3872.45;3761.12;13.27;12.74;4.16;4.0
34051;2838.43;2895.34;2733.5;10.87;9.76;4.6;4.13
34052;2010.62;1969.98;2044.01;9.16;7.82;5.47;4.67
34055;1245.57;1105.2;1596.5;8.84;6.25;8.52;6.02
34056;2363.32;2533.75;2107.69;10.65;9.62;5.41;4.88
34057;4273.13;4256.99;4291.18;14.69;14.52;4.12;4.08
34058;4240.71;4046.27;4519.31;12.42;11.61;3.52;3.29
34059;1277.5;1318.62;1195.25;8.66;8.09;8.13;7.6
34060;2262.0;1923.17;2600.83;9.91;9.48;5.26;5.03
34061;1956.05;2061.58;1775.14;7.98;7.92;4.9;4.86
34062;1918.0;2087.0;1816.6;8.9;7.58;5.57;4.74
34063;2349.6;2521.73;2138.82;10.87;8.6;5.55;4.39
34064;1337.33;1564.71;1138.38;8.17;8.27;7.33;7.42
34065;1936.79;1979.29;1912.0;8.9;7.72;5.51;4.78
34066;4755.33;3750.0;6766.0;12.43;11.56;3.14;2.92
34067;2829.76;2470.85;3381.92;9.1;8.3;3.86;3.52
34068;1930.05;1776.43;2006.86;10.61;8.51;6.6;5.29
34069;1939.38;1922.67;1959.52;9.25;9.06;5.72;5.6
34070;1697.79;1347.91;1993.85;8.9;7.72;6.29;5.45
34071;1153.92;1088.89;1300.25;7.49;6.25;7.79;6.5
34073;2565.19;2736.06;2324.41;11.13;9.32;5.21;4.36
